periódicos, scielo_url, publicador, status
"Austral journal of veterinary sciences", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0719-8132&lng=en", "Universidad Austral de Chile. Facultad de Ciencias Veterinarias", "current"
"Avá", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-1694&lng=en", "Universidad Nacional de Misiones. Facultad de Humanidades y Ciencias Sociales. Secretaría de Investigación. Programa de Posgrado en Antropología Social.", "deceased"
"Avaliação Psicológica", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1677-0471&lng=en", "Instituto Brasileiro de Avaliação Psicológica", "current"
"Avaliação: Revista da Avaliação da Educação Superior (Campinas)", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1414-4077&lng=en", "Publicação da Rede de Avaliação Institucional da Educação Superior (RAIES), da Universidade Estadual de Campinas (UNICAMP) e da Universidade de Sorocaba (UNISO).", "current"
"Avances del Cesor", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2422-6580&lng=en", "Unidad Ejecutora Investigaciones Socio-históricas Regionales (ISHIR) dependiente del Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) y de la Universidad Nacional de Rosario (UNR)", "current"
"Avances en Enfermería", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-4500&lng=en", "Universidad Nacional de Colombia", "current"
"Avances en Odontoestomatología", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0213-1285&lng=en", "Ediciones Avances, S.L.", "current"
"Avances en Periodoncia e Implantología Oral", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1699-6585&lng=en", "Ediciones Avances, S.L.", "current"
"Avances en Psicología Latinoamericana", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-4724&lng=en", "Universidad del Rosario", "current"
"BAG. Journal of basic and applied genetics", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-6233&lng=en", "Sociedad Argentina de Genética", "current"
"Bakhtiniana: Revista de Estudos do Discurso", "http://www.scielo.br/scielo.php?script=sci_serial&pid=2176-4573&lng=en", "LAEL/PUC-SP (Programa de Estudos Pós-Graduados em Linguística Aplicada e Estudos da Linguagem da Pontifícia Universidade Católica de São Paulo)", "current"
"BAR - Brazilian Administration Review", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1807-7692&lng=en", " ANPAD - Associação Nacional de Pós-Graduação e Pesquisa em Administração", "current"
"Barbaroi", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0104-6578&lng=en", "Universidade de Santa Cruz do Sul - UNISC", "current"
"BBR. Brazilian Business Review", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1808-2386&lng=en", "Fucape Business School", "current"
"Biblios", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1562-4730&lng=en", "University Library System, University of Pittsburgh", "current"
"Bioagro", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-3361&lng=en", "Decanato de Agronomía de la Universidad Centroccidental Lisandro Alvarado (UCLA)", "current"
"Biocell", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0327-9545&lng=en", "Sociedad Latinoamericana de Microscopía Electrónica.; Centro Regional de Investigaciones Científicas y Tecnológicas (Mendoza, Argentina)", "deceased"
"Biological Research", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-9760&lng=en", "Sociedad de Biología de Chile", "current"
"Biomédica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-4157&lng=en", "Instituto Nacional de Salud", "current"
"Biosalud", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-9550&lng=en", "Universidad de Caldas", "current"
"Biota Neotropica", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1676-0603&lng=en", "Instituto Virtual da Biodiversidade | BIOTA - FAPESP", "current"
"Biotecnología Aplicada", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1027-2852&lng=en", "Editorial Elfos Scientiae", "current"
"Biotecnología en el Sector Agropecuario y Agroindustrial", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1692-3561&lng=en", "Taller Editorial Universidad del Cauca", "current"
"Bitácora Urbano Territorial", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0124-7913&lng=en", "Universidad Nacional de Colombia, sede Bogotá", "current"
"Bolema: Boletim de Educação Matemática", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-636X&lng=en", "UNESP - Universidade Estadual Paulista, Pró-Reitoria de Pesquisa", "current"
"Boletim - Academia Paulista de Psicologia", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1415-711X&lng=en", "Academia Paulista de Psicologia", "current"
"Boletim de Ciências Geodésicas", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1982-2170&lng=en", "Universidade Federal do Paraná", "current"
"Boletim de formação em psicanálise", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1517-4506&lng=en", "Instituto Sedes Sapientiae. Departamento de Formação em Psicanálise", "deceased"
"Boletim de Psicologia", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0006-5943&lng=en", "Associação de Psicologia de São Paulo", "current"
"Boletim do Instituto Oceanográfico", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0373-5524&lng=en", "Instituto Oceanográfico da Universidade de São Paulo", "deceased"
"Boletim do Instituto Paulista de Oceanografia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-4239&lng=en", "Instituto Oceanográfico da Universidade de São Paulo", "deceased"
"Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1981-8122&lng=en", "MCTI/Museu Paraense Emílio Goeldi", "current"
"Boletín (Sociedad de Psicología del Uruguay. En línea)", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1688-4337&lng=en", "Sociedad de Psicología del Uruguay", "suspended"
"Boletín chileno de parasitología", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0365-9402&lng=en", "Programa de Parasitología. Instituto de Ciencias Biomédicas. Facultad de Medicina. Universidad de Chile", "deceased"
"Boletín Científico. Centro de Museos. Museo de Historia Natural", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0123-3068&lng=en", "Universidad de Caldas. Vicerrectoría de Investigaciones y Postgrados", "current"
"Boletín de Ciencias de la Tierra", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-3630&lng=en", "Universidad Nacional de Colombia", "current"
"Boletín de filología", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-9303&lng=en", "Universidad de Chile. Facultad de Filosofía y Humanidades. Departamento de Lingüística", "current"
"Boletin de Geología", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-0283&lng=en", "Universidad Industrial de Santander", "current"
"Boletín de Investigaciones Marinas y Costeras - INVEMAR", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-9761&lng=en", "INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS -JOSE BENITO VIVES DE ANDRÉIS- (INVEMAR)", "current"
"Boletín de la Sociedad Argentina de Botánica", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-2372&lng=en", "Sociedad Argentina de Botánica", "current"
"Boletín de la Sociedad Botánica de México", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0366-2128&lng=en", "Sociedad Botánica de México A.C.", "deceased"
"Boletín de la Sociedad Chilena de Química", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0366-1644&lng=en", "Sociedad Chilena de Química", "deceased"
"Boletín de la Sociedad Geológica Mexicana", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1405-3322&lng=en", "Sociedad Geológica Mexicana, A.C.", "suspended"
"Boletin de Linguistica", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9709&lng=en", "FACES - UCV", "current"
"Boletín de Malariología y Salud Ambiental", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-4648&lng=en", "Instituto de Altos Estudios en Salud Pública Dr. Arnoldo Gabaldon", "current"
"Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0524-9767&lng=en", "Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto de Historia Argentina y Americana Dr. Emilio Ravignani", "current"
"Boletín del Museo Chileno de Arte Precolombino", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-6894&lng=en", "Museo Chileno de Arte Precolombino", "current"
"Boletín médico del Hospital Infantil de México", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-1146&lng=en", "Instituto Nacional de Salud, Hospital Infantil de México Federico Gómez", "current"
"Boletín mexicano de derecho comparado", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0041-8633&lng=en", "Instituto de Investigaciones Jurídicas, UNAM", "current"
"Boletín Técnico", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0376-723X&lng=en", "Instituto de Materiales y Modelos Estructurales.Facultad de Ingenieria. Universidad Central de Venezuela.", "suspended"
"Bosque (Valdivia)", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0717-9200&lng=en", "Universidad Austral de Chile, Facultad de Ciencias Forestales", "current"
"Botanical Sciences", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-4298&lng=en", "Sociedad Botánica de México A.C.", "suspended"
"Bothalia - African Biodiversity & Conservation", "http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0006-8241&lng=en", "South African National Biodiversity Institute (SANBI)", "current"
"Bragantia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0006-8705&lng=en", "Instituto Agronômico de Campinas", "current"
"Brazilian Archives of Biology and Technology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1516-8913&lng=en", "Instituto de Tecnologia do Paraná - Tecpar", "current"
"Brazilian Dental Journal", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-6440&lng=en", "Fundação Odontológica de Ribeirão Preto", "current"
"Brazilian Journal of Biology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1519-6984&lng=en", "Instituto Internacional de Ecologia", "current"
"Brazilian Journal of Botany", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-8404&lng=en", "Sociedade Botânica de São Paulo", "suspended"
"Brazilian Journal of Cardiovascular Surgery", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-7638&lng=en", "Sociedade Brasileira de Cirurgia Cardiovascular", "current"
"Brazilian Journal of Chemical Engineering", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-6632&lng=en", "Brazilian Society of Chemical Engineering", "current"
"Brazilian Journal of Food Technology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1981-6723&lng=en", "Instituto de Tecnologia de Alimentos - ITAL", "current"
"Brazilian Journal of Genetics", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-8455&lng=en", "Sociedade Brasileira de Genética", "deceased"
"Brazilian Journal of Geology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=2317-4889&lng=en", "Sociedade Brasileira de Geologia", "current"
"Brazilian Journal of Infectious Diseases", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-8670&lng=en", "Brazilian Society of Infectious Diseases", "current"
"Brazilian Journal of Medical and Biological Research", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-879X&lng=en", "Associação Brasileira de Divulgação Científica", "current"
"Brazilian Journal of Microbiology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1517-8382&lng=en", "Sociedade Brasileira de Microbiologia", "current"
"Brazilian Journal of Nephrology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-2800&lng=en", "Sociedade Brasileira de Nefrologia", "current"
"Brazilian Journal of Oceanography", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1679-8759&lng=en", "Universidade de São Paulo, Instituto Oceanográfico", "current"
"Brazilian Journal of Oral Sciences", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1677-3225&lng=en", "Faculdade de Odontologia de Piracicaba - UNICAMP", "suspended"
"Brazilian Journal of Otorhinolaryngology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1808-8694&lng=en", "Associação Brasileira de Otorrinolaringologia e Cirurgia Cérvico-Facial.", "current"
"Brazilian Journal of Pharmaceutical Sciences", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1984-8250&lng=en", "Universidade de São Paulo, Faculdade de Ciências Farmacêuticas", "current"
"Brazilian Journal of Physical Therapy", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-3555&lng=en", "Associação Brasileira de Pesquisa e Pós-Graduação em Fisioterapia", "suspended"
"Brazilian Journal of Physics", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-9733&lng=en", "Sociedade Brasileira de Física", "suspended"
"Brazilian Journal of Plant Physiology", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1677-0420&lng=en", "Brazilian Journal of Plant Physiology", "deceased"
"Brazilian Journal of Political Economy", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-3157&lng=en", "Editora 34", "current"
"Brazilian Journal of Poultry Science", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1516-635X&lng=en", "Fundação APINCO de Ciência e Tecnologia Avícolas", "current"
"Brazilian Journal of Veterinary Research and Animal Science", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-9596&lng=en", "Faculdade de Medicina Veterinária e Zootecnia / Universidade de São Paulo", "suspended"
"Brazilian Oral Research", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1806-8324&lng=en", "Sociedade Brasileira de Pesquisa Odontológica - SBPqO", "current"
"Brazilian Political Science Review (Online)", "http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=1981-3821&lng=en", "Associação Brasileira de Ciência Política", "current"
"BrJP", "http://www.scielo.br/scielo.php?script=sci_serial&pid=2595-3192&lng=en", "Sociedade Brasileira para o Estudo da Dor", "current"
"Bulletin of the World Health Organization", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=0042-9686&lng=en", "World Health Organization", "suspended"
"Byzantion nea hellás", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-8471&lng=en", "Centro de Estudios Griegos Bizantinos y Neohelénicos. Facultad de Filosofía, Humanidades y Educación.", "current"
"Caderno CRH", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-4979&lng=en", "Universidade Federal da Bahia - Faculdade de Filosofia e Ciências Humanas - Centro de Recursos Humanos", "current"
"Caderno de Estudos", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-9251&lng=en", "Fundação Instituto de Pesquisas Contábeis, Atuariais e Financeiras", "deceased"
"Cadernos Brasileiros de Saúde Mental", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1984-2147&lng=en", "Universidade Federal de Santa Catarina - UFSC", "current"
"Cadernos CEDES", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-3262&lng=en", "Centro de Estudos Educação e Sociedade", "current"
"Cadernos de Estudos Africanos", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-3794&lng=en", "Centro de Estudos Internacionais", "current"
"Cadernos de Pesquisa", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-1574&lng=en", "Fundação Carlos Chagas", "current"
"Cadernos de Pós-Graduação em Distúrbios do Desenvolvimento", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1519-0307&lng=en", "Universidade Presbiteriana Mackenzie", "current"
"Cadernos de psicanálise (Rio de Janeiro)", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1413-6295&lng=en", "Círculo Psicanalítico do Rio de Janeiro", "current"
"Cadernos de Psicologia Social do Trabalho", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1516-3717&lng=en", "Centro de Psicologia Aplicada ao Trabalho do Departamento de Psicologia Social e do Trabalho do Instituto de Psicologia da Universidade de São Paulo", "current"
